deal_id,date,year,deal_type,acquirer_or_investors,target_or_company,value_usd_bn,description,is_megadeal,is_real_headline
D0027,15-02-2025,2025,VC,VC syndicate,Eikon Therapeutics,0.35,Single-molecule platform,0,1
D1155,20-02-2025,2025,VC,Versant Ventures,Tavlum IO,0.053,VC 2025,0,0
D1130,23-02-2025,2025,Series_C,Third Rock Ventures,Denzeo RX,0.397,Series_C 2025,0,0
D1180,24-02-2025,2025,M&A,AstraZeneca,Lumonc Therapeutics,1.522,M&A 2025,0,0
D1202,02-03-2025,2025,M&A,Roche,Epilum OS,11.004,M&A 2025,1,0
D1150,02-03-2025,2025,VC,GV (Google Ventures),Hapden GX,0.109,VC 2025,0,0
D1151,11-03-2025,2025,Series_C,Versant Ventures,Xenlum Tx,0.036,Series_C 2025,0,0
D1185,14-03-2025,2025,Series_B,Bain Capital Life Sciences,Lumkym ON,0.657,Series_B 2025,0,0
D1147,15-03-2025,2025,M&A,AstraZeneca,Modyot BIO,0.588,M&A 2025,0,0
D1153,17-03-2025,2025,Series_B,Third Rock Ventures,Uniden BIO,0.651,Series_B 2025,0,0
D1131,21-03-2025,2025,VC,ARCH Venture Partners,Neuonc AB,1.164,VC 2025,0,0
D1125,23-03-2025,2025,M&A,Roche,Synzeo OS,0.585,M&A 2025,0,0
D1181,03-04-2025,2025,Series_C,Atlas Venture,Celuni IO,0.035,Series_C 2025,0,0
D1145,16-04-2025,2025,VC,Third Rock Ventures,Bioimm BIO,0.474,VC 2025,0,0
D1132,17-04-2025,2025,VC,Flagship Pioneering,Aerimm Tx,0.073,VC 2025,0,0
D1124,22-04-2025,2025,VC,ARCH Venture Partners,Veccel IO,0.426,VC 2025,0,0
D1160,12-05-2025,2025,M&A,Amgen,Modtav ON,0.921,M&A 2025,0,0
D1170,13-05-2025,2025,IPO,Public markets,Aerrep GX,0.544,IPO 2025,0,0
D1128,14-05-2025,2025,Series_C,OrbiMed,Zeoxen BIO,0.119,Series_C 2025,0,0
D1134,14-05-2025,2025,M&A,AstraZeneca,Yottav RX,0.602,M&A 2025,0,0
D1183,15-05-2025,2025,Series_B,Bain Capital Life Sciences,Aercel Tx,0.293,Series_B 2025,0,0
D1200,20-05-2025,2025,Series_B,ARCH Venture Partners,Epixen Tx,0.065,Series_B 2025,0,0
D1199,22-05-2025,2025,VC,OrbiMed,Oncvec X,0.072,VC 2025,0,0
D1198,22-05-2025,2025,M&A,Merck,Yotxen Tx,25.59,M&A 2025,1,0
D1194,26-05-2025,2025,Series_C,Polaris Partners,Tavhap Tx,0.036,Series_C 2025,0,0
D1171,01-06-2025,2025,Series_C,ARCH Venture Partners,Repquo X,0.225,Series_C 2025,0,0
D1201,17-06-2025,2025,M&A,Merck,Biovec BIO,0.169,M&A 2025,0,0
D1175,26-06-2025,2025,VC,Atlas Venture,Jasvec RX,0.069,VC 2025,0,0
D1156,03-07-2025,2025,Crossover,OrbiMed,Aerxen ON,0.126,Crossover 2025,0,0
D1144,09-07-2025,2025,VC,a16z Bio,Yotvec IO,0.069,VC 2025,0,0
D1154,17-07-2025,2025,IPO,Public markets,Tavneu Tx,0.719,IPO 2025,0,0
D1137,21-07-2025,2025,VC,a16z Bio,Tavxen GX,0.632,VC 2025,0,0
D1179,05-08-2025,2025,VC,Versant Ventures,Xenaer Therapeutics,0.068,VC 2025,0,0
D1142,11-08-2025,2025,VC,RA Capital,Immlum GX,0.139,VC 2025,0,0
D1140,21-08-2025,2025,M&A,AbbVie,Aercel GX,0.034,M&A 2025,0,0
D1164,21-08-2025,2025,VC,Atlas Venture,Celgen IO,2.529,VC 2025,0,0
D1143,26-08-2025,2025,VC,Sofinnova Investments,Oncvec RX,0.117,VC 2025,0,0
D1193,07-09-2025,2025,VC,Versant Ventures,Celimm Tx,0.179,VC 2025,0,0
D1187,08-09-2025,2025,VC,RA Capital,Quotav Therapeutics,0.522,VC 2025,0,0
D1158,09-09-2025,2025,Series_B,Polaris Partners,Kymuni Therapeutics,0.149,Series_B 2025,0,0
D1126,09-09-2025,2025,Series_C,ARCH Venture Partners,Repyot ON,0.556,Series_C 2025,0,0
D1169,13-09-2025,2025,VC,Atlas Venture,Immmod ON,0.227,VC 2025,0,0
D1162,14-09-2025,2025,Crossover,Flagship Pioneering,Jasgen RX,0.116,Crossover 2025,0,0
D1189,26-09-2025,2025,VC,Third Rock Ventures,Unilum AB,0.105,VC 2025,0,0
D1135,27-09-2025,2025,VC,F-Prime Capital,Aerxen AB,0.031,VC 2025,0,0
D1184,03-10-2025,2025,VC,Polaris Partners,Synzeo IO,0.65,VC 2025,0,0
D1166,05-10-2025,2025,IPO,Public markets,Repbio AB,2.849,IPO 2025,0,0
D1146,07-10-2025,2025,VC,F-Prime Capital,Aerpro IO,0.121,VC 2025,0,0
D1149,08-10-2025,2025,VC,F-Prime Capital,Veclum GX,0.16,VC 2025,0,0
D1133,09-10-2025,2025,Crossover,ARCH Venture Partners,Gencel Therapeutics,0.15,Crossover 2025,0,0
D1129,18-10-2025,2025,M&A,Gilead,Neuvec IO,0.41,M&A 2025,0,0
D1123,19-10-2025,2025,Series_B,ARCH Venture Partners,Modimm GX,0.021,Series_B 2025,0,0
D1186,19-10-2025,2025,VC,Polaris Partners,Immvec RX,0.312,VC 2025,0,0
D1127,21-10-2025,2025,VC,F-Prime Capital,Oncbio OS,0.755,VC 2025,0,0
D1177,21-10-2025,2025,VC,Third Rock Ventures,Hapjas ON,0.5,VC 2025,0,0
D1176,22-10-2025,2025,Crossover,Sofinnova Investments,Kymcel Tx,0.59,Crossover 2025,0,0
D1173,23-10-2025,2025,M&A,Roche,Quouni AB,9.372,M&A 2025,0,0
D1138,24-10-2025,2025,Crossover,Third Rock Ventures,Reponc OS,0.226,Crossover 2025,0,0
D1190,27-10-2025,2025,VC,Atlas Venture,Quomod AB,0.058,VC 2025,0,0
D1178,15-11-2025,2025,VC,Versant Ventures,Jastav GX,0.188,VC 2025,0,0
D1141,20-11-2025,2025,VC,a16z Bio,Hapden GX,0.077,VC 2025,0,0
D1165,23-11-2025,2025,M&A,Amgen,Modyot IO,0.051,M&A 2025,0,0
D1152,25-11-2025,2025,Crossover,Flagship Pioneering,Genonc ON,0.515,Crossover 2025,0,0
D1159,04-12-2025,2025,Series_B,Sofinnova Investments,Hapneu OS,0.172,Series_B 2025,0,0
D1172,08-12-2025,2025,M&A,J&J,Genvec BIO,0.539,M&A 2025,0,0
D1196,10-12-2025,2025,IPO,Public markets,Aerjas BIO,0.947,IPO 2025,0,0
D1139,12-12-2025,2025,M&A,BMS,Vecbio BIO,50,M&A 2025,1,0
D1167,26-12-2025,2025,M&A,AbbVie,Aeryot Tx,4.764,M&A 2025,0,0
D1206,02-02-2026,2026,VC,OrbiMed,Kymxen ON,0.043,VC 2026,0,0
D1207,07-02-2026,2026,VC,OrbiMed,Aerlum Therapeutics,0.065,VC 2026,0,0
D1203,02-04-2026,2026,Series_B,Atlas Venture,Modden ON,0.122,Series_B 2026,0,0
D1208,13-04-2026,2026,VC,Flagship Pioneering,Moduni IO,0.229,VC 2026,0,0
D1204,16-04-2026,2026,Crossover,a16z Bio,Yotpro Tx,0.183,Crossover 2026,0,0
D1205,17-04-2026,2026,Series_C,Flagship Pioneering,Synkym RX,0.01,Series_C 2026,0,0
